"CLIENTNUM";"Attrition_Flag";"Customer_Age";"Gender";"Dependent_count";"Education_Level";"Marital_Status";"Income_Category";"Card_Category";"Months_on_book";"Total_Relationship_Count";"Months_Inactive_12_mon";"Contacts_Count_12_mon";"Credit_Limit";"Total_Revolving_Bal";"Trans_Amt_Oct12";"Trans_Amt_Nov12";"Trans_Amt_Dec12";"Trans_Amt_Jan13";"Trans_Amt_Feb13";"Trans_Amt_Mar13";"Trans_Count_Oct12";"Trans_Count_Nov12";"Trans_Count_Dec12";"Trans_Count_Jan13";"Trans_Count_Feb13";"Trans_Count_Mar13"
778837083;1;50;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";31;3;3;3;12906;321;437;323;421;346;276;275;14;16;10;9;5;8
768632958;1;59;"F";1;"Graduate";"Single";"Unknown";"Blue";49;3;4;6;8708;1091;437;394;486;454;362;375;7;8;11;8;6;9
715622508;1;52;"M";2;"Unknown";"Married";"$80K - $120K";"Blue";41;6;4;3;7904;0;437;481;305;380;276;215;6;11;9;4;0;2
708402333;0;48;"F";2;"Doctorate";"Divorced";"Unknown";"Blue";37;6;2;0;4549;1313;868;751;1072;742;605;744;17;18;18;14;9;12
708946008;1;46;"F";3;"College";"Married";"Less than $40K";"Blue";36;5;2;2;1412.15;1214;437;477;457;353;422;299;8;12;7;6;2;4
715625658;0;49;"F";3;"High School";"Married";"Less than $40K";"Blue";36;3;1;3;4476;1492;767;740;874;638;874;710;15;18;18;14;9;13
789599283;0;44;"F";3;"College";"Divorced";"Unknown";"Blue";38;5;3;2;2002;1448;754;407;803;445;573;424;9;14;15;9;7;8
708960858;0;40;"M";4;"High School";"Married";"$80K - $120K";"Blue";21;3;2;3;11502;2066;747;731;1056;558;1018;676;13;12;15;16;14;15
814840833;1;44;"M";4;"Doctorate";"Married";"$120K +";"Blue";39;4;3;2;7924;2655;438;565;436;311;226;417;6;7;9;6;3;6
772082208;0;39;"M";1;"Graduate";"Single";"$120K +";"Blue";28;4;2;2;16199;0;747;935;720;662;618;572;17;17;15;13;9;11
711597183;0;43;"M";2;"Uneducated";"Divorced";"$80K - $120K";"Blue";34;5;3;2;1452;0;855;596;869;769;682;800;15;13;11;13;11;9
712110333;1;37;"F";3;"High School";"Single";"Unknown";"Blue";18;4;1;3;2179;0;438;575;476;759;225;95;13;10;14;6;2;3
718673358;1;35;"M";3;"Doctorate";"Married";"$80K - $120K";"Blue";30;5;3;4;13590;1528;438;434;365;177;311;412;9;12;14;6;3;8
712479633;1;31;"F";1;"Unknown";"Single";"Less than $40K";"Blue";20;3;1;2;1695;0;438;537;580;344;262;267;8;8;11;6;4;6
716108283;0;53;"F";4;"Graduate";"Married";"Less than $40K";"Blue";46;6;3;3;4430;1579;903;1098;632;914;571;715;14;17;18;13;7;13
779360808;0;49;"F";3;"Graduate";"Married";"Less than $40K";"Blue";35;3;3;3;2919;2032;788;1049;1148;665;774;513;14;18;13;12;7;11
716352033;0;49;"F";2;"Graduate";"Married";"Less than $40K";"Blue";39;3;3;3;2796;1035;909;1063;954;718;528;697;18;10;14;10;12;14
716643033;1;41;"F";2;"Graduate";"Married";"Less than $40K";"Blue";31;3;3;3;2580;2137;438;593;419;554;564;413;7;7;13;3;4;6
711567333;0;43;"M";1;"High School";"Single";"$60K - $80K";"Blue";31;5;3;2;2834;1720;815;1108;905;368;660;725;10;15;19;10;9;7
788756133;0;44;"F";3;"Unknown";"Divorced";"Less than $40K";"Blue";24;4;1;2;2617;1508;856;415;568;936;879;746;11;7;15;11;8;8
755437533;0;48;"F";4;"Graduate";"Single";"Less than $40K";"Blue";41;3;3;2;1522;1273;842;1194;849;692;646;782;19;16;11;11;9;11
713573508;1;41;"M";4;"Graduate";"Unknown";"$40K - $60K";"Silver";32;4;2;4;16509;425;438;374;471;207;110;140;9;11;11;6;2;4
709430508;1;40;"M";4;"High School";"Unknown";"$40K - $60K";"Blue";32;1;2;3;7316;1335;438;387;358;239;215;212;11;9;14;9;5;2
710645583;0;44;"F";2;"Uneducated";"Single";"Unknown";"Blue";37;5;1;2;7627;1742;889;692;875;907;179;807;14;14;16;13;7;11
714253983;0;44;"M";3;"Unknown";"Married";"$40K - $60K";"Blue";36;4;2;3;9465;0;842;954;422;683;457;317;13;13;2;14;9;8
771566208;0;48;"M";3;"College";"Married";"Less than $40K";"Blue";36;3;1;2;8795;1318;910;815;1270;599;289;798;13;8;23;12;7;11
713314533;1;40;"M";2;"Unknown";"Single";"$60K - $80K";"Blue";27;6;2;3;12283;0;438;472;500;309;87;187;9;13;9;7;1;2
720725883;0;34;"F";2;"College";"Single";"Less than $40K";"Blue";20;5;2;3;2715;1503;856;728;868;459;684;582;15;17;9;9;7;11
708539583;0;44;"F";3;"Unknown";"Married";"Unknown";"Blue";25;6;1;3;19897;2232;896;789;695;554;506;539;12;12;18;7;4;10
716747283;0;44;"F";2;"Uneducated";"Single";"Less than $40K";"Blue";36;5;2;2;2097;1224;876;929;976;1080;505;693;18;15;14;10;11;11
787519683;0;41;"F";2;"Graduate";"Single";"Less than $40K";"Blue";30;3;2;2;3028;2270;816;934;871;701;609;796;13;17;17;11;9;11
721044333;0;34;"F";2;"College";"Single";"Less than $40K";"Blue";22;5;2;0;1695;761;829;946;955;771;811;593;20;14;18;14;11;14
713679633;1;41;"F";3;"Graduate";"Married";"Less than $40K";"Blue";33;6;3;5;1412.15;0;438;459;492;165;94;165;6;12;11;16;3;3
711126483;0;37;"F";1;"Graduate";"Single";"Less than $40K";"Blue";28;4;3;3;1412.15;599;849;1169;689;703;941;785;14;14;12;11;10;15
814191333;1;55;"M";2;"Unknown";"Divorced";"$120K +";"Blue";50;5;4;3;24250;278;438;592;277;255;483;108;8;7;11;8;3;4
715040208;0;49;"F";2;"Graduate";"Single";"Unknown";"Blue";38;6;3;3;5076;871;910;721;799;685;452;548;14;17;14;11;7;9
710769258;0;40;"F";2;"Graduate";"Single";"Unknown";"Blue";27;4;2;3;4438;1513;796;781;579;644;414;681;15;15;11;14;9;11
715227633;0;36;"F";3;"College";"Single";"Less than $40K";"Blue";36;5;2;3;1964;0;904;769;715;552;689;611;13;10;14;8;8;7
708635058;0;53;"F";0;"High School";"Single";"Less than $40K";"Blue";44;4;1;1;1904;886;762;1099;969;766;670;532;15;13;19;16;9;13
709051533;0;46;"F";1;"Graduate";"Married";"$40K - $60K";"Blue";26;6;3;0;2933;1569;823;1017;1167;774;471;704;19;18;18;12;11;14
718940208;0;55;"F";0;"Graduate";"Single";"Unknown";"Blue";44;6;1;3;18202;1841;823;704;491;407;666;460;14;15;11;11;8;9
712361583;0;47;"M";5;"Graduate";"Married";"$80K - $120K";"Silver";36;3;3;1;30728.35;760;830;598;1242;460;188;438;13;14;16;11;2;11
708390633;0;52;"F";3;"Graduate";"Married";"Less than $40K";"Blue";44;5;5;3;2421;2312;897;650;973;322;671;706;13;12;18;8;7;11
720281508;0;44;"F";2;"Doctorate";"Divorced";"Less than $40K";"Blue";34;3;1;2;2406;1491;850;1136;893;518;496;732;18;18;18;11;11;15
720885558;0;51;"F";2;"High School";"Single";"$40K - $60K";"Blue";37;5;1;1;2621;2426;803;1131;895;800;720;536;18;6;11;13;11;15
709781208;0;34;"F";0;"Unknown";"Married";"Less than $40K";"Blue";26;5;3;1;2291;0;870;738;1251;957;848;745;20;10;15;13;10;14
710086308;0;46;"F";4;"High School";"Unknown";"$40K - $60K";"Blue";38;6;2;0;3645;1179;776;990;1235;708;335;636;15;12;18;14;12;16
713282733;0;37;"F";2;"Graduate";"Single";"$40K - $60K";"Blue";24;4;3;1;3375;1730;911;1018;938;341;543;590;12;15;11;9;7;10
815812683;0;47;"M";3;"Unknown";"Single";"$120K +";"Blue";42;5;3;2;8856;1433;756;1068;976;860;713;699;19;9;17;11;9;12
708204033;0;36;"F";5;"Unknown";"Single";"Less than $40K";"Blue";24;3;1;1;2980;2093;898;826;990;423;368;627;12;16;14;10;9;9
720040158;0;47;"M";3;"Uneducated";"Single";"$60K - $80K";"Blue";36;3;3;2;17656;0;877;797;1008;793;457;701;13;14;11;12;8;13
755996583;1;57;"F";2;"Uneducated";"Single";"Less than $40K";"Blue";50;5;0;3;2475;0;439;471;502;289;491;382;6;9;11;9;3;5
711359058;0;46;"F";4;"High School";"Single";"Less than $40K";"Blue";33;3;2;2;3942;1711;749;1291;831;448;855;448;11;18;15;7;9;11
714064908;0;57;"F";1;"Graduate";"Single";"Less than $40K";"Blue";36;4;2;3;1771;1289;871;669;979;529;1125;640;15;12;18;14;11;14
717074283;1;45;"F";3;"Graduate";"Divorced";"Unknown";"Blue";37;5;2;6;17678;0;439;440;556;507;327;297;9;9;9;10;5;7
765847383;0;50;"M";1;"Graduate";"Married";"$120K +";"Blue";43;4;5;3;20958;0;749;808;945;707;829;387;18;18;10;14;9;9
789531633;0;53;"F";4;"Graduate";"Single";"Less than $40K";"Blue";46;4;1;2;4117;777;898;1368;1011;707;529;705;16;19;20;11;9;13
820593033;0;43;"F";2;"Graduate";"Single";"$40K - $60K";"Silver";39;3;1;2;18524;1736;905;854;792;690;657;598;12;11;11;11;9;10
710078358;0;36;"M";4;"Post-Graduate";"Married";"Less than $40K";"Blue";26;5;1;1;2222;1291;763;559;738;780;426;829;18;18;18;13;9;12
715025208;0;56;"F";2;"College";"Married";"Less than $40K";"Blue";46;5;3;3;3119;1778;884;524;666;572;897;625;13;10;11;11;9;9
709596783;0;46;"M";3;"College";"Married";"$40K - $60K";"Blue";34;5;1;2;1611;0;891;871;805;609;710;558;16;9;17;12;11;13
715960308;1;53;"F";1;"Graduate";"Divorced";"Less than $40K";"Blue";44;3;3;3;4090;3071.48;439;407;445;247;293;185;10;8;11;9;6;5
716653758;0;55;"M";0;"Unknown";"Single";"$60K - $80K";"Blue";36;3;3;3;1467;0;797;610;1023;611;507;678;16;6;18;12;10;12
787268733;0;52;"F";1;"Graduate";"Married";"$40K - $60K";"Blue";46;5;1;2;2442;1507;878;1141;761;530;507;718;16;19;12;15;9;14
789923058;1;53;"F";1;"High School";"Married";"$40K - $60K";"Blue";44;3;3;3;1816;0;439;434;440;416;339;406;5;13;8;9;3;6
771079833;0;40;"F";3;"High School";"Single";"Less than $40K";"Blue";27;3;3;3;1412.15;0;831;544;973;709;582;693;15;12;19;9;12;11
710507733;0;42;"M";4;"Graduate";"Single";"$60K - $80K";"Blue";35;3;3;1;14958;1644;770;493;1132;595;469;579;10;12;23;8;6;9
779269158;1;43;"F";2;"Graduate";"Married";"Unknown";"Blue";25;4;2;4;21961;0;439;453;461;386;428;70;10;11;7;6;5;0
711627558;0;40;"F";3;"Uneducated";"Single";"Less than $40K";"Blue";30;5;1;2;1625;912;865;499;750;707;599;548;11;10;22;13;9;8
710536983;0;49;"F";0;"Post-Graduate";"Married";"Less than $40K";"Blue";36;6;3;3;3007;2777;804;623;960;694;625;717;13;12;15;10;9;8
712237458;0;47;"M";3;"Unknown";"Married";"$120K +";"Blue";28;3;2;2;11629;802;750;543;669;553;688;549;14;15;12;14;9;14
778289883;1;42;"F";2;"Graduate";"Unknown";"Less than $40K";"Blue";32;3;3;3;1507;0;439;490;471;449;329;350;5;9;11;7;3;6
714154533;0;45;"F";3;"High School";"Single";"Unknown";"Blue";36;6;1;2;3111;1994;885;1054;616;813;592;518;10;14;9;9;7;7
803657133;0;60;"M";1;"Graduate";"Single";"$40K - $60K";"Blue";54;6;3;3;1848;1408;764;1033;877;819;668;596;17;12;10;13;11;12
769053033;1;44;"F";1;"Graduate";"Single";"$40K - $60K";"Blue";38;3;2;5;4142;3071.48;439;386;338;370;180;391;7;11;6;9;4;7
713613258;0;46;"M";4;"High School";"Single";"$80K - $120K";"Blue";36;6;1;2;1412.15;0;899;796;860;617;562;727;17;10;12;11;9;12
768544833;0;45;"F";4;"Uneducated";"Single";"Less than $40K";"Blue";39;6;2;3;2202;1414;899;938;1008;594;398;694;15;16;19;10;7;10
720782658;0;42;"M";4;"Graduate";"Married";"$60K - $80K";"Blue";36;4;2;3;3591;1749;791;1413;726;738;825;586;15;14;13;15;9;14
768162108;1;49;"M";3;"College";"Married";"$120K +";"Blue";43;5;3;3;4781;0;440;509;422;435;274;371;5;14;11;6;8;6
710511858;0;58;"F";0;"Unknown";"Married";"Less than $40K";"Blue";36;3;3;3;3832;1439;791;981;790;713;645;821;18;14;18;14;9;15
714516033;0;53;"M";3;"High School";"Married";"$120K +";"Blue";44;4;2;0;9025;1005;845;799;1169;458;490;651;13;13;25;15;11;10
788630958;0;44;"M";2;"Uneducated";"Single";"$40K - $60K";"Blue";28;3;1;2;11627;0;832;519;642;226;433;612;16;13;19;8;4;7
717646008;0;61;"F";1;"College";"Married";"Unknown";"Blue";46;6;2;2;5686;0;764;678;698;749;726;723;14;14;12;11;9;7
712290258;0;49;"F";1;"Unknown";"Married";"Less than $40K";"Blue";40;5;1;3;2636;1840;785;620;794;276;1061;520;11;12;14;11;8;11
716292033;0;37;"F";4;"High School";"Single";"Less than $40K";"Blue";36;6;2;3;1412.15;0;785;1261;1025;463;656;625;18;11;18;15;9;13
780372408;0;43;"F";5;"High School";"Single";"Less than $40K";"Blue";33;6;2;2;4976;866;846;820;509;671;803;668;12;19;13;10;6;9
720853158;0;38;"F";3;"High School";"Single";"Unknown";"Blue";24;6;3;3;13951;1607;853;700;815;931;859;418;15;16;13;9;8;9
823507833;0;44;"M";4;"High School";"Single";"$60K - $80K";"Blue";40;4;3;2;14370;945;805;1199;893;262;759;592;13;16;19;9;10;12
711111633;0;60;"M";1;"High School";"Single";"$40K - $60K";"Silver";49;5;2;2;21681;0;792;457;1007;395;617;576;17;8;11;11;14;14
709904508;0;59;"F";0;"Post-Graduate";"Single";"$40K - $60K";"Blue";40;5;3;3;2634;1644;765;729;509;959;672;556;9;20;12;11;6;13
712022883;0;37;"F";2;"High School";"Single";"$40K - $60K";"Blue";27;4;1;2;2204;919;832;1105;724;812;613;469;18;15;8;16;12;13
712173108;0;48;"F";1;"Unknown";"Unknown";"$40K - $60K";"Blue";36;3;1;3;2447;1991;860;790;810;478;595;695;18;18;12;11;11;12
714156633;0;60;"F";0;"Unknown";"Single";"Unknown";"Blue";36;3;3;2;3068;0;812;686;891;812;734;598;16;18;10;11;13;11
714581358;1;48;"F";3;"Graduate";"Single";"Less than $40K";"Blue";43;3;3;4;1502;0;440;490;511;425;128;210;7;13;5;4;2;5
713256033;0;39;"F";3;"Uneducated";"Single";"Unknown";"Blue";25;5;3;3;4181;1604;900;743;741;570;439;562;15;16;16;9;7;11
825831933;0;52;"F";3;"High School";"Married";"Less than $40K";"Blue";48;4;2;2;3136;1103;799;922;778;515;825;689;15;13;15;15;10;13
720274158;0;42;"F";4;"High School";"Married";"Less than $40K";"Blue";35;4;2;2;4478;1700;778;632;934;501;411;623;17;11;6;14;13;15
772394883;1;60;"F";1;"Uneducated";"Single";"Unknown";"Blue";50;3;6;3;7359;0;440;654;529;497;349;400;6;13;11;6;3;4
794253108;0;52;"M";4;"Graduate";"Single";"$40K - $60K";"Blue";46;3;3;2;13090;0;765;515;921;571;437;642;20;11;8;14;11;14
720899883;0;44;"F";1;"High School";"Married";"$40K - $60K";"Blue";35;6;2;2;6849;0;826;559;787;384;740;474;13;16;15;14;11;13
714313608;0;36;"F";4;"Uneducated";"Married";"Less than $40K";"Blue";36;5;3;0;4228;1886;765;583;750;847;553;858;15;13;16;11;8;11
716602683;0;49;"F";3;"Graduate";"Married";"$40K - $60K";"Blue";36;3;3;2;5678;2082;826;925;1031;873;738;699;13;13;15;10;9;10
715928808;0;42;"F";2;"High School";"Married";"Less than $40K";"Blue";31;3;5;2;3964;1218;786;1111;978;426;677;602;12;10;9;16;14;14
771899433;1;48;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";37;5;2;4;7970;2434;440;252;206;7;183;175;7;6;7;0;2;5
714771708;0;36;"F";0;"College";"Unknown";"Unknown";"Blue";26;5;3;3;4692;0;860;613;858;718;498;734;14;11;17;9;11;7
709711758;1;45;"F";3;"Uneducated";"Divorced";"Less than $40K";"Blue";32;3;2;2;1942;0;440;499;418;307;152;37;6;13;9;3;0;0
721137558;1;40;"M";4;"Graduate";"Divorced";"$40K - $60K";"Blue";28;1;2;3;5821;894;440;500;436;69;247;319;9;13;11;1;8;0
820268358;0;48;"F";4;"Post-Graduate";"Unknown";"Less than $40K";"Blue";43;4;1;3;2357;1462;765;922;928;681;512;726;15;9;13;14;12;12
709273383;0;54;"F";0;"Unknown";"Married";"Unknown";"Blue";36;3;1;2;8294;696;908;664;718;539;668;639;16;6;13;16;9;17
822959133;0;32;"F";3;"Post-Graduate";"Married";"$40K - $60K";"Blue";26;4;3;3;3174;2084;793;983;980;763;370;619;14;11;15;18;11;14
720491958;0;34;"F";3;"Uneducated";"Single";"Less than $40K";"Blue";36;4;3;3;1412.15;0;813;793;875;501;746;574;12;14;16;12;7;13
713607108;0;46;"F";2;"College";"Divorced";"Less than $40K";"Blue";31;6;1;2;1852;1428;908;502;1089;724;636;627;15;5;13;12;7;9
709729533;1;47;"M";3;"Uneducated";"Single";"$40K - $60K";"Blue";39;4;3;1;1809;457;441;490;343;309;252;334;7;13;13;8;3;5
717890583;0;48;"F";1;"Graduate";"Divorced";"$40K - $60K";"Blue";38;4;1;2;3503;1572;813;872;818;973;688;507;17;17;23;11;14;11
718384233;0;52;"M";5;"Doctorate";"Single";"$40K - $60K";"Silver";39;4;2;2;17835;868;915;896;660;549;620;618;12;19;4;9;3;11
713401758;0;45;"M";2;"Uneducated";"Married";"$120K +";"Blue";36;6;2;3;3383;1458;773;1218;928;970;577;431;18;16;14;10;8;9
773257233;0;46;"F";4;"Unknown";"Single";"Less than $40K";"Blue";39;4;2;3;7128;1457;753;781;741;457;293;509;14;16;14;9;8;9
713556033;0;36;"F";1;"Graduate";"Married";"Less than $40K";"Blue";22;5;2;3;1421;790;854;758;840;481;566;460;11;6;17;9;8;8
719265108;0;42;"F";3;"High School";"Married";"Less than $40K";"Blue";33;6;3;2;3815;1190;807;751;834;516;973;549;19;17;18;12;16;12
778740708;0;39;"F";3;"Graduate";"Married";"Less than $40K";"Blue";27;3;3;2;1902;962;821;1059;860;415;579;469;16;7;17;10;10;9
710952933;0;43;"F";1;"Uneducated";"Divorced";"Less than $40K";"Blue";36;5;2;3;2077;1254;760;861;700;898;521;486;14;13;8;16;10;14
720991833;1;48;"F";2;"Doctorate";"Married";"Less than $40K";"Blue";36;4;3;4;2514;2090;441;510;462;345;388;457;11;13;9;9;5;6
779954658;0;56;"M";4;"High School";"Single";"$80K - $120K";"Blue";40;4;3;3;30728.35;0;902;817;835;621;778;761;14;16;17;12;11;12
714204108;0;45;"F";5;"Graduate";"Single";"Less than $40K";"Blue";38;3;3;0;2144;1492;794;537;638;504;651;735;14;11;10;7;6;7
805546308;0;65;"F";0;"High School";"Single";"Less than $40K";"Blue";56;3;3;2;5951;3071.48;889;652;1007;577;725;704;16;13;20;12;10;12
716244933;0;54;"F";3;"High School";"Divorced";"Unknown";"Blue";36;3;5;3;4806;0;902;758;898;686;803;627;16;18;16;16;11;10
712018233;0;42;"F";3;"Graduate";"Single";"Unknown";"Blue";34;3;3;3;16612;2811;896;1024;1012;662;500;603;15;19;18;14;14;14
802878408;0;53;"F";1;"Graduate";"Married";"$40K - $60K";"Blue";47;6;2;2;2799;0;828;704;905;683;306;690;15;23;18;13;9;10
719504433;0;63;"M";0;"Unknown";"Single";"$40K - $60K";"Silver";54;4;3;3;18064;1695;753;640;475;720;398;448;11;21;16;9;5;9
794558658;0;49;"F";4;"Graduate";"Married";"Less than $40K";"Blue";34;3;1;3;2560;1430;889;852;967;623;720;732;17;13;18;16;11;11
711634008;0;42;"F";3;"Uneducated";"Married";"Less than $40K";"Blue";36;6;2;2;5821;0;821;993;655;493;885;744;14;12;6;13;13;12
708260208;0;43;"F";5;"Uneducated";"Single";"Less than $40K";"Blue";36;4;3;2;2057;1279;801;1071;894;645;297;613;16;11;18;12;4;15
713435058;0;49;"F";5;"High School";"Divorced";"Less than $40K";"Blue";42;5;2;3;1972;1489;903;1105;782;634;646;645;12;9;19;7;9;10
719656533;0;44;"M";3;"High School";"Married";"$60K - $80K";"Blue";36;6;2;3;2675;0;896;676;869;729;485;494;17;15;14;13;9;11
719709558;0;48;"M";3;"Graduate";"Married";"$40K - $60K";"Blue";33;3;1;2;6223;2126;794;926;967;545;608;678;14;12;18;12;9;14
710311233;0;44;"F";4;"High School";"Single";"Unknown";"Blue";37;3;3;3;7632;0;835;1097;957;442;604;563;18;18;17;14;9;10
719216508;0;55;"F";1;"Unknown";"Unknown";"Less than $40K";"Blue";36;5;2;1;3258;3071.48;787;747;965;977;965;519;16;13;15;13;9;11
713105508;0;46;"M";3;"High School";"Single";"$60K - $80K";"Silver";29;4;3;3;30728.35;2040;787;435;906;618;496;512;14;9;3;8;8;11
710719683;0;49;"F";1;"High School";"Divorced";"$40K - $60K";"Blue";43;3;3;2;3054;845;753;921;902;525;751;608;18;17;17;14;11;11
817892208;0;35;"F";2;"Doctorate";"Single";"Less than $40K";"Blue";30;5;1;1;1412.15;0;760;275;849;579;749;794;17;7;13;13;11;11
714102183;1;50;"M";3;"Uneducated";"Single";"$120K +";"Blue";36;1;2;3;7970;2282;441;517;504;242;29;139;9;13;12;3;1;3
715410783;1;55;"F";1;"Unknown";"Single";"Less than $40K";"Blue";36;5;2;3;1836;572;441;379;545;291;334;410;7;1;11;7;4;4
718202658;0;47;"M";3;"Graduate";"Unknown";"$120K +";"Blue";36;3;2;3;9397;795;828;1038;1145;540;1007;707;21;19;22;14;12;10
719445633;0;60;"F";0;"Uneducated";"Married";"Less than $40K";"Blue";36;4;2;3;1601;0;862;1162;665;581;830;819;16;7;10;11;11;14
709820658;0;45;"M";4;"High School";"Married";"$80K - $120K";"Blue";36;3;2;3;30728.35;1170;869;837;550;534;609;386;14;18;8;8;7;9
718481283;0;51;"F";1;"High School";"Married";"Less than $40K";"Blue";43;5;1;3;1822;1114;822;1302;1262;463;761;600;14;15;18;14;5;7
789300408;0;41;"M";4;"High School";"Married";"Less than $40K";"Blue";30;3;2;2;1614;700;822;671;837;365;975;623;16;13;19;14;14;11
711970533;0;54;"F";4;"Unknown";"Married";"Less than $40K";"Blue";41;3;2;0;1491;1349;849;1083;554;899;421;559;15;16;10;10;9;11
815088483;0;28;"F";1;"Graduate";"Divorced";"Less than $40K";"Blue";23;4;1;3;2543;1156;795;649;910;661;300;549;12;11;15;11;5;10
717139608;0;50;"F";2;"College";"Divorced";"Less than $40K";"Blue";36;3;2;3;3462;1817;849;882;969;831;346;758;13;10;15;11;6;10
717626508;0;44;"F";3;"Graduate";"Married";"Less than $40K";"Blue";36;3;3;1;1699;0;862;1517;945;963;612;596;14;23;16;13;9;12
767668908;1;46;"F";3;"Graduate";"Married";"Unknown";"Blue";40;3;4;3;13095;1836;441;335;308;0;235;233;8;11;8;0;3;2
712484733;0;47;"M";5;"Unknown";"Single";"$60K - $80K";"Blue";32;6;2;3;8823;2619;856;821;903;551;694;849;16;15;15;12;12;15
716216958;0;48;"M";1;"Uneducated";"Married";"$60K - $80K";"Blue";42;6;1;1;4429;883;774;1140;685;480;644;663;13;16;12;7;6;9
714246333;1;58;"F";4;"High School";"Married";"Unknown";"Blue";48;1;4;3;5396;1803;442;444;525;212;249;235;11;14;3;5;3;3
718693683;0;65;"F";0;"High School";"Single";"$40K - $60K";"Blue";53;4;1;3;2418;2205;781;564;784;647;514;628;13;20;16;7;9;9
716298633;0;56;"F";1;"Graduate";"Single";"Less than $40K";"Blue";47;5;2;3;2086;1792;815;1230;1061;1090;626;952;19;12;13;13;13;14
755661933;1;48;"F";3;"Graduate";"Single";"$40K - $60K";"Blue";41;5;3;3;1899;671;442;490;470;79;459;494;9;13;10;2;2;9
712914783;0;43;"M";5;"Graduate";"Single";"$40K - $60K";"Blue";31;4;1;2;7564;0;897;939;1110;497;839;461;12;18;15;13;9;15
711240108;0;41;"M";2;"Graduate";"Married";"$60K - $80K";"Blue";31;3;2;2;13116;1225;876;714;1177;794;670;569;11;6;21;11;4;8
721396758;0;35;"F";4;"Doctorate";"Married";"Less than $40K";"Blue";36;3;1;3;1423;606;910;1017;1064;688;538;845;16;10;18;13;11;12
715636533;0;48;"F";3;"High School";"Married";"Less than $40K";"Blue";36;4;1;2;3716;0;911;883;769;892;714;664;12;18;18;9;8;8
711508608;0;50;"F";1;"Unknown";"Married";"Less than $40K";"Blue";36;3;5;3;3069;1482;870;989;757;572;493;670;14;11;18;12;9;10
716669658;1;51;"F";1;"High School";"Single";"Less than $40K";"Blue";33;6;3;3;2006;1608;442;482;427;458;409;542;7;7;9;5;5;5
718212633;0;45;"F";4;"High School";"Married";"$40K - $60K";"Blue";36;5;2;1;2948;2232;843;473;640;592;538;549;14;18;18;11;6;12
708357183;0;47;"F";3;"Unknown";"Single";"Less than $40K";"Blue";38;4;2;3;1412.15;0;816;465;474;458;885;413;12;12;10;10;10;10
713629533;0;35;"F";1;"Uneducated";"Married";"Less than $40K";"Blue";36;3;2;3;1415;670;761;707;796;562;903;592;16;15;15;15;11;11
771450708;0;58;"F";3;"Graduate";"Married";"$40K - $60K";"Blue";46;5;3;1;4669;1913;836;954;952;494;503;624;12;15;10;14;12;10
711311883;0;48;"F";2;"Graduate";"Married";"Less than $40K";"Silver";35;5;2;2;13994;0;870;552;679;443;399;356;14;12;8;11;7;11
802673508;1;57;"M";2;"Graduate";"Single";"$120K +";"Blue";51;3;5;3;8760;0;442;538;445;390;270;375;5;9;11;4;4;6
708113208;0;53;"F";1;"High School";"Married";"Less than $40K";"Blue";36;3;2;2;1688;0;775;1102;789;365;791;553;15;15;13;11;6;9
788786208;0;46;"F";2;"College";"Married";"Unknown";"Blue";27;6;3;3;9881;1794;898;1037;1051;496;631;612;18;15;16;13;11;12
720043533;0;39;"M";4;"Graduate";"Single";"$60K - $80K";"Blue";26;6;2;0;4534;917;809;661;819;661;627;634;12;11;18;10;6;9
801083133;0;57;"F";4;"Uneducated";"Single";"Less than $40K";"Blue";51;5;3;3;3545;1446;850;591;812;516;462;460;10;13;13;13;9;11
716246733;0;57;"F";2;"College";"Single";"Less than $40K";"Blue";49;4;2;2;1857;1528;898;962;896;755;494;676;20;9;9;11;11;11
807157833;0;56;"F";4;"Uneducated";"Single";"Unknown";"Blue";51;5;1;1;3334;1272;762;415;844;683;972;608;12;16;18;10;6;11
721032633;1;55;"F";3;"Unknown";"Single";"$40K - $60K";"Blue";32;5;3;4;2496;1999;442;565;495;432;266;390;6;11;13;9;2;9
828285858;0;41;"F";3;"College";"Married";"Less than $40K";"Blue";37;3;1;2;1412.15;765;789;926;751;265;623;699;14;9;16;4;11;12
718890933;1;45;"F";4;"Doctorate";"Married";"Less than $40K";"Blue";27;3;2;2;1412.15;0;442;558;446;268;459;256;8;7;8;8;3;4
711148308;0;52;"M";3;"Graduate";"Single";"$60K - $80K";"Blue";46;4;2;2;9357;1285;837;594;1032;304;833;573;15;13;17;11;9;12
712810233;0;40;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;3;2;3;2423;1674;892;990;708;604;314;750;16;15;21;9;8;11
714098883;0;45;"F";1;"Graduate";"Single";"$40K - $60K";"Blue";36;5;2;2;1936;1613;810;1031;752;788;619;773;13;18;13;11;11;14
779327733;0;43;"M";1;"Graduate";"Divorced";"$60K - $80K";"Blue";25;4;3;3;1783;1014;885;520;569;803;599;485;15;18;19;9;7;13
716364408;0;59;"F";0;"Unknown";"Married";"Less than $40K";"Blue";36;4;1;2;1412.15;0;851;913;797;849;229;516;11;16;11;11;5;8
710461083;0;56;"F";2;"Graduate";"Single";"Less than $40K";"Blue";46;4;1;3;1412.15;0;851;1023;798;413;643;605;15;15;16;14;11;13
